prompt,true answer,subject,relation,relation id,object,template,cue entity start idx,cue entity end idx,true object first token id
Clonaid was created in,Bahamas,Clonaid,location of formation,P740,Bahamas,[X] was created in [Y].,0,2,47514
"Clonaid, that originated in",Bahamas,Clonaid,location of formation,P740,Bahamas,"[X], that originated in [Y].",0,2,47514
Clonaid originated in,Bahamas,Clonaid,location of formation,P740,Bahamas,[X] originated in [Y].,0,2,47514
Clonaid formed in,Bahamas,Clonaid,location of formation,P740,Bahamas,[X] formed in [Y].,0,2,47514
Clonaid was formed in,Bahamas,Clonaid,location of formation,P740,Bahamas,[X] was formed in [Y].,0,2,47514
"Clonaid, that was formed in",Bahamas,Clonaid,location of formation,P740,Bahamas,"[X], that was formed in [Y].",0,2,47514
Atlassian was founded in,Sydney,Atlassian,location of formation,P740,Sydney,[X] was founded in [Y].,0,1,50
"Atlassian, founded in",Sydney,Atlassian,location of formation,P740,Sydney,"[X], founded in [Y].",0,1,50
Atlassian that was founded in,Sydney,Atlassian,location of formation,P740,Sydney,[X] that was founded in [Y].,0,1,50
"Atlassian, that was started in",Sydney,Atlassian,location of formation,P740,Sydney,"[X], that was started in [Y].",0,1,50
Atlassian started in,Sydney,Atlassian,location of formation,P740,Sydney,[X] started in [Y].,0,1,50
"Atlassian, that was created in",Sydney,Atlassian,location of formation,P740,Sydney,"[X], that was created in [Y].",0,1,50
"Atlassian, created in",Sydney,Atlassian,location of formation,P740,Sydney,"[X], created in [Y].",0,1,50
Atlassian was created in,Sydney,Atlassian,location of formation,P740,Sydney,[X] was created in [Y].,0,1,50
"Atlassian, that originated in",Sydney,Atlassian,location of formation,P740,Sydney,"[X], that originated in [Y].",0,1,50
Atlassian originated in,Sydney,Atlassian,location of formation,P740,Sydney,[X] originated in [Y].,0,1,50
Atlassian was formed in,Sydney,Atlassian,location of formation,P740,Sydney,[X] was formed in [Y].,0,1,50
"Atlassian, that was formed in",Sydney,Atlassian,location of formation,P740,Sydney,"[X], that was formed in [Y].",0,1,50
Bultaco was founded in,Barcelona,Bultaco,location of formation,P740,Barcelona,[X] was founded in [Y].,0,2,10374
Bultaco that was founded in,Barcelona,Bultaco,location of formation,P740,Barcelona,[X] that was founded in [Y].,0,2,10374
Bultaco started in,Barcelona,Bultaco,location of formation,P740,Barcelona,[X] started in [Y].,0,2,10374
Bultaco formed in,Barcelona,Bultaco,location of formation,P740,Barcelona,[X] formed in [Y].,0,2,10374
Bultaco was formed in,Barcelona,Bultaco,location of formation,P740,Barcelona,[X] was formed in [Y].,0,2,10374
"Bultaco, that was formed in",Barcelona,Bultaco,location of formation,P740,Barcelona,"[X], that was formed in [Y].",0,2,10374
"Arkells, that was created in",Hamilton,Arkells,location of formation,P740,Hamilton,"[X], that was created in [Y].",0,2,45405
"Arkells, created in",Hamilton,Arkells,location of formation,P740,Hamilton,"[X], created in [Y].",0,2,45405
Arkells was created in,Hamilton,Arkells,location of formation,P740,Hamilton,[X] was created in [Y].,0,2,45405
"Arkells, that originated in",Hamilton,Arkells,location of formation,P740,Hamilton,"[X], that originated in [Y].",0,2,45405
Arkells originated in,Hamilton,Arkells,location of formation,P740,Hamilton,[X] originated in [Y].,0,2,45405
Arkells formed in,Hamilton,Arkells,location of formation,P740,Hamilton,[X] formed in [Y].,0,2,45405
Soulbender was created in,Seattle,Soulbender,location of formation,P740,Seattle,[X] was created in [Y].,0,1,34007
"Soulbender, that originated in",Seattle,Soulbender,location of formation,P740,Seattle,"[X], that originated in [Y].",0,1,34007
Meitetsu was founded in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] was founded in [Y].,0,2,45
"Meitetsu, founded in",Nagoya,Meitetsu,location of formation,P740,Nagoya,"[X], founded in [Y].",0,2,45
Meitetsu that was founded in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] that was founded in [Y].,0,2,45
"Meitetsu, that was started in",Nagoya,Meitetsu,location of formation,P740,Nagoya,"[X], that was started in [Y].",0,2,45
Meitetsu started in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] started in [Y].,0,2,45
"Meitetsu, that was created in",Nagoya,Meitetsu,location of formation,P740,Nagoya,"[X], that was created in [Y].",0,2,45
"Meitetsu, created in",Nagoya,Meitetsu,location of formation,P740,Nagoya,"[X], created in [Y].",0,2,45
Meitetsu was created in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] was created in [Y].,0,2,45
"Meitetsu, that originated in",Nagoya,Meitetsu,location of formation,P740,Nagoya,"[X], that originated in [Y].",0,2,45
Meitetsu originated in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] originated in [Y].,0,2,45
Meitetsu formed in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] formed in [Y].,0,2,45
Meitetsu was formed in,Nagoya,Meitetsu,location of formation,P740,Nagoya,[X] was formed in [Y].,0,2,45
"Meitetsu, that was formed in",Nagoya,Meitetsu,location of formation,P740,Nagoya,"[X], that was formed in [Y].",0,2,45
"Alestorm, founded in",Perth,Alestorm,location of formation,P740,Perth,"[X], founded in [Y].",0,2,5990
"Alestorm, that was started in",Perth,Alestorm,location of formation,P740,Perth,"[X], that was started in [Y].",0,2,5990
"Alestorm, that was created in",Perth,Alestorm,location of formation,P740,Perth,"[X], that was created in [Y].",0,2,5990
"Alestorm, created in",Perth,Alestorm,location of formation,P740,Perth,"[X], created in [Y].",0,2,5990
Alestorm was created in,Perth,Alestorm,location of formation,P740,Perth,[X] was created in [Y].,0,2,5990
"Alestorm, that originated in",Perth,Alestorm,location of formation,P740,Perth,"[X], that originated in [Y].",0,2,5990
Alestorm originated in,Perth,Alestorm,location of formation,P740,Perth,[X] originated in [Y].,0,2,5990
Alestorm formed in,Perth,Alestorm,location of formation,P740,Perth,[X] formed in [Y].,0,2,5990
Alestorm was formed in,Perth,Alestorm,location of formation,P740,Perth,[X] was formed in [Y].,0,2,5990
"Alestorm, that was formed in",Perth,Alestorm,location of formation,P740,Perth,"[X], that was formed in [Y].",0,2,5990
Jazzpunkensemblet was founded in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] was founded in [Y].,0,5,16748
"Jazzpunkensemblet, founded in",Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,"[X], founded in [Y].",0,5,16748
Jazzpunkensemblet that was founded in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] that was founded in [Y].,0,5,16748
"Jazzpunkensemblet, that was started in",Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,"[X], that was started in [Y].",0,5,16748
Jazzpunkensemblet started in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] started in [Y].,0,5,16748
"Jazzpunkensemblet, that was created in",Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,"[X], that was created in [Y].",0,5,16748
"Jazzpunkensemblet, created in",Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,"[X], created in [Y].",0,5,16748
Jazzpunkensemblet was created in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] was created in [Y].,0,5,16748
"Jazzpunkensemblet, that originated in",Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,"[X], that originated in [Y].",0,5,16748
Jazzpunkensemblet originated in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] originated in [Y].,0,5,16748
Jazzpunkensemblet formed in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] formed in [Y].,0,5,16748
Jazzpunkensemblet was formed in,Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,[X] was formed in [Y].,0,5,16748
"Jazzpunkensemblet, that was formed in",Oslo,Jazzpunkensemblet,location of formation,P740,Oslo,"[X], that was formed in [Y].",0,5,16748
Pentacon was founded in,Dresden,Pentacon,location of formation,P740,Dresden,[X] was founded in [Y].,0,2,35
"Pentacon, founded in",Dresden,Pentacon,location of formation,P740,Dresden,"[X], founded in [Y].",0,2,35
"Pentacon, that was started in",Dresden,Pentacon,location of formation,P740,Dresden,"[X], that was started in [Y].",0,2,35
Pentacon started in,Dresden,Pentacon,location of formation,P740,Dresden,[X] started in [Y].,0,2,35
"Pentacon, that was created in",Dresden,Pentacon,location of formation,P740,Dresden,"[X], that was created in [Y].",0,2,35
"Pentacon, created in",Dresden,Pentacon,location of formation,P740,Dresden,"[X], created in [Y].",0,2,35
Pentacon was created in,Dresden,Pentacon,location of formation,P740,Dresden,[X] was created in [Y].,0,2,35
"Pentacon, that originated in",Dresden,Pentacon,location of formation,P740,Dresden,"[X], that originated in [Y].",0,2,35
Pentacon originated in,Dresden,Pentacon,location of formation,P740,Dresden,[X] originated in [Y].,0,2,35
Pentacon formed in,Dresden,Pentacon,location of formation,P740,Dresden,[X] formed in [Y].,0,2,35
Pentacon was formed in,Dresden,Pentacon,location of formation,P740,Dresden,[X] was formed in [Y].,0,2,35
"Pentacon, that was formed in",Dresden,Pentacon,location of formation,P740,Dresden,"[X], that was formed in [Y].",0,2,35
Sylencer was founded in,Chicago,Sylencer,location of formation,P740,Chicago,[X] was founded in [Y].,0,2,25705
"Sylencer, founded in",Chicago,Sylencer,location of formation,P740,Chicago,"[X], founded in [Y].",0,2,25705
Sylencer that was founded in,Chicago,Sylencer,location of formation,P740,Chicago,[X] that was founded in [Y].,0,2,25705
"Sylencer, that was started in",Chicago,Sylencer,location of formation,P740,Chicago,"[X], that was started in [Y].",0,2,25705
Sylencer started in,Chicago,Sylencer,location of formation,P740,Chicago,[X] started in [Y].,0,2,25705
"Sylencer, that was created in",Chicago,Sylencer,location of formation,P740,Chicago,"[X], that was created in [Y].",0,2,25705
"Sylencer, created in",Chicago,Sylencer,location of formation,P740,Chicago,"[X], created in [Y].",0,2,25705
Sylencer was created in,Chicago,Sylencer,location of formation,P740,Chicago,[X] was created in [Y].,0,2,25705
"Sylencer, that originated in",Chicago,Sylencer,location of formation,P740,Chicago,"[X], that originated in [Y].",0,2,25705
Sylencer originated in,Chicago,Sylencer,location of formation,P740,Chicago,[X] originated in [Y].,0,2,25705
Sylencer formed in,Chicago,Sylencer,location of formation,P740,Chicago,[X] formed in [Y].,0,2,25705
Sylencer was formed in,Chicago,Sylencer,location of formation,P740,Chicago,[X] was formed in [Y].,0,2,25705
"Sylencer, that was formed in",Chicago,Sylencer,location of formation,P740,Chicago,"[X], that was formed in [Y].",0,2,25705
"Chamillionaire, that was created in",Houston,Chamillionaire,location of formation,P740,Houston,"[X], that was created in [Y].",0,3,33387
"Chamillionaire, created in",Houston,Chamillionaire,location of formation,P740,Houston,"[X], created in [Y].",0,3,33387
Amaranthe was founded in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] was founded in [Y].,0,3,30074
"Amaranthe, founded in",Gothenburg,Amaranthe,location of formation,P740,Gothenburg,"[X], founded in [Y].",0,3,30074
Amaranthe that was founded in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] that was founded in [Y].,0,3,30074
"Amaranthe, that was started in",Gothenburg,Amaranthe,location of formation,P740,Gothenburg,"[X], that was started in [Y].",0,3,30074
Amaranthe started in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] started in [Y].,0,3,30074
"Amaranthe, that was created in",Gothenburg,Amaranthe,location of formation,P740,Gothenburg,"[X], that was created in [Y].",0,3,30074
"Amaranthe, created in",Gothenburg,Amaranthe,location of formation,P740,Gothenburg,"[X], created in [Y].",0,3,30074
Amaranthe was created in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] was created in [Y].,0,3,30074
"Amaranthe, that originated in",Gothenburg,Amaranthe,location of formation,P740,Gothenburg,"[X], that originated in [Y].",0,3,30074
Amaranthe originated in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] originated in [Y].,0,3,30074
Amaranthe formed in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] formed in [Y].,0,3,30074
Amaranthe was formed in,Gothenburg,Amaranthe,location of formation,P740,Gothenburg,[X] was formed in [Y].,0,3,30074
"Amaranthe, that was formed in",Gothenburg,Amaranthe,location of formation,P740,Gothenburg,"[X], that was formed in [Y].",0,3,30074
Feyenoord started in,Rotterdam,Feyenoord,location of formation,P740,Rotterdam,[X] started in [Y].,0,3,24864
Ooberman was founded in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] was founded in [Y].,0,2,44232
"Ooberman, founded in",Liverpool,Ooberman,location of formation,P740,Liverpool,"[X], founded in [Y].",0,2,44232
Ooberman that was founded in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] that was founded in [Y].,0,2,44232
Ooberman started in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] started in [Y].,0,2,44232
"Ooberman, that was created in",Liverpool,Ooberman,location of formation,P740,Liverpool,"[X], that was created in [Y].",0,2,44232
"Ooberman, created in",Liverpool,Ooberman,location of formation,P740,Liverpool,"[X], created in [Y].",0,2,44232
Ooberman was created in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] was created in [Y].,0,2,44232
"Ooberman, that originated in",Liverpool,Ooberman,location of formation,P740,Liverpool,"[X], that originated in [Y].",0,2,44232
Ooberman originated in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] originated in [Y].,0,2,44232
Ooberman formed in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] formed in [Y].,0,2,44232
Ooberman was formed in,Liverpool,Ooberman,location of formation,P740,Liverpool,[X] was formed in [Y].,0,2,44232
"Ooberman, that was formed in",Liverpool,Ooberman,location of formation,P740,Liverpool,"[X], that was formed in [Y].",0,2,44232
SouthFM was founded in,Dallas,SouthFM,location of formation,P740,Dallas,[X] was founded in [Y].,0,1,40540
SouthFM that was founded in,Dallas,SouthFM,location of formation,P740,Dallas,[X] that was founded in [Y].,0,1,40540
"SouthFM, that was created in",Dallas,SouthFM,location of formation,P740,Dallas,"[X], that was created in [Y].",0,1,40540
"SouthFM, created in",Dallas,SouthFM,location of formation,P740,Dallas,"[X], created in [Y].",0,1,40540
SouthFM was created in,Dallas,SouthFM,location of formation,P740,Dallas,[X] was created in [Y].,0,1,40540
SouthFM formed in,Dallas,SouthFM,location of formation,P740,Dallas,[X] formed in [Y].,0,1,40540
SouthFM was formed in,Dallas,SouthFM,location of formation,P740,Dallas,[X] was formed in [Y].,0,1,40540
thelastplaceyoulook was founded in,Houston,thelastplaceyoulook,location of formation,P740,Houston,[X] was founded in [Y].,0,5,33387
"thelastplaceyoulook, founded in",Houston,thelastplaceyoulook,location of formation,P740,Houston,"[X], founded in [Y].",0,5,33387
"thelastplaceyoulook, that was started in",Houston,thelastplaceyoulook,location of formation,P740,Houston,"[X], that was started in [Y].",0,5,33387
thelastplaceyoulook started in,Houston,thelastplaceyoulook,location of formation,P740,Houston,[X] started in [Y].,0,5,33387
