question,true answer,false answer,answer start idx,true answer log prob,false answer log prob,is hallucination
"What, if any, relationship was shared between Dear Abby and Ann Landers?",Twin Sisters,Cousins,18,-8.777959823608398,-11.104259490966797,0
"From Dec.29th 2011 which country will move forward a time zone, a move designed to help trade with China, Australia and New Zealand?",SAMOA,Russia,31,-12.635209083557129,-6.59218168258667,1
"In which city is Green Square, the scene of protests in 2011?",Tripoli,Cairo,16,-8.754183769226074,-6.693532943725586,1
Who opened the Sydney Opera House in 1973,The Queen,Queen Elizabeth II,11,-7.295600414276123,-8.47671890258789,0
Who sang the theme song in 9 to 5?,Dolly Parton,Olivia Newton-John,12,-16.731876373291016,-14.150705337524414,1
Darwin is the capital of which Australian Territory?,Northern Territory,Western Australia,11,-8.986007690429688,-9.383500099182129,0
Snakes are the symbol of which saint?,St Patrick,St,11,-9.738161087036133,-9.716500282287598,1
"""Who has hosted the US series """"Power of 10"""", """"Whose Line Is It Anyway?"""" and """"The Price Is Right""""?""",Drew Carey,Bob Barker,33,-13.410368919372559,-12.067346572875977,1
In the books by Raymond Briggs what type of creature is Fungus,Bogeyman,A goblin,17,-12.728654861450195,-7.59273624420166,1
Which country singer\/songwriter was known as the 'Man in Black' ?,JOHNNY CASH,Johnny Cash,18,-12.112930297851562,-9.544681549072266,1
Which female singer won her second Mercury Music Prize in 2011 for her album let England Shake'?,P J HARVEY,Adele,21,-13.8596830368042,-18.958152770996094,0
What type of creature is a discus?,Fish,A bird,11,-8.45943832397461,-8.278332710266113,1
By what name is the garden flowering plant hypericum commonly known?,ST JOHN'S WORT,St,15,-12.342733383178711,-12.841307640075684,0
Who elects a new Pope?,College of Cardinals,The College of Cardinals,9,-10.584718704223633,-11.502016067504883,0
Who is said to have gained enlightenment sitting under the Bodhi Tree?,Gautama Buddha,Confucius,16,-13.89307975769043,-17.912723541259766,0
"Which French winner of the Nobel Prize for Literature, famously dedicated it to his primary school teacher?",ALBERT CAMUS,Victor Hugo,21,-12.214062690734863,-11.001646995544434,1
Which shipyard built the 'Titanic'?,Harland & Wolff,Harland and Wolff,13,-19.20806312561035,-19.087812423706055,1
Which nation in 2014 saw the abdication of Juan Carlos and the ascension of Felipe VI?,Spain,Portugal,23,-9.244133949279785,-9.76740837097168,0
Who originally provided the voice for TV's 'Basil Brush'?,Ivan Owen,Michael Winslow,16,-8.519253730773926,-14.775344848632812,0
"""In the TV series """"Dastardly and Muttley in Their Flying Machines"""", what is the name of Dastardly's squadron?""",Vulture,The Vulture Squadron,35,-12.00439453125,-10.346012115478516,1
"Who in the Bible is the mother of Mary, the mother of Jesus?",Anne,Elizabeth,17,-6.083159446716309,-7.933891296386719,0
"What is the name of the system of stellar designation in which a specific star is identified by a Greek letter (then Latin letters in lower-case then upper-case), followed by the genitive form of its parent constellation's Latin name (e.g. Tauri)?",Bayer designation,The Bayer designation,58,-8.328047752380371,-7.403323173522949,1
"In 480 BC, Leonidas led his 300 Spartans against the Persian army, led by Xerxes, in which land battle?",Thermopylae,Battle of Thermopylae,27,-19.01865577697754,-18.23217010498047,1
"Which is the sixth book of the New Testament, following Acts?",EPISTLE TO THE ROMANS,The Epistle to the Romans,15,-12.397359848022461,-12.865618705749512,0
What is the US state capital of Vermont?,Montpelier,Burlington,11,-21.041784286499023,-8.436436653137207,1
"Which country, formerly known as Pleasant Island, is the smallest island country in the world?",NAURU,Nauru,20,-8.198397636413574,-12.417423248291016,0
"Who wrote the lyrics for 'Sing', written to celebrate the Queen's Diamond Jubilee?",GARY BARLOW,Elton John,20,-12.61026668548584,-13.115962028503418,0
What tiny peoples tied up Gulliver while he was asleep?,Lilliputians,The Lilliputians,15,-13.533329963684082,-13.260457992553711,1
In which US state is New Haven?,Connecticut,New Jersey,10,-5.958409786224365,-10.221397399902344,0
"First proposed by H.G. Wells in a 1903 story, what military staple saw its first action during the Battle of the Somme, September 1916?",The Tank,The machine gun,33,-6.966274261474609,-9.008646965026855,0
Which Europeans have been proved to have reached North America before Christopher Columbus?,Vikings,The Vikings,16,-7.08958625793457,-8.264945983886719,0
Who has been married to actor James McAvoy since 2006?,ANNE-MARIE DUFF,Keira Knightley,15,-11.106400489807129,-15.623339653015137,0
Kiel and Lübeck are cities in which German state?,SCHLESWIG-HOLSTEIN,Schleswig-Holstein,15,-11.413915634155273,-18.302616119384766,0
Which is the only Semitic language that is an official language of the EU?,Maltese,Hebrew,18,-14.406997680664062,-5.625704288482666,1
What railway line is green on the traditional map of the London Underground (Tube)?,District Line,The District Line,19,-6.994548797607422,-8.391093254089355,0
Tanzania was renamed in 1964. What was it previously called?,United Republic of Tanganyika and Zanzibar,Tanganyika,14,-14.263436317443848,-16.31055450439453,0
What nickname was given to the Morris Cowley due to its appearance?,Bull Nose,The Bullnose,16,-7.556676387786865,-11.795654296875,0
What is the more common name for birds of the Troglodytidae family?,Wren,Sparrows,19,-14.751039505004883,-8.57453441619873,1
Which European city is served by Domodedovo Airport?,Moscow,St,13,-4.617859840393066,-10.872159957885742,0
Thomas Hardy's famous novel is 'Far from the Madding (What?)'?,Crowd,Far from the Madding Crowd,19,-9.144840240478516,-11.356657028198242,0
"The islands of Hoy, Sanday and Westray belong to which island group?",ORKNEYS,The Shetland Islands,18,-10.067873001098633,-13.367195129394531,0
What is the fictional location of the tv soap ‘Eastenders’?,WALFORD,Walford,18,-10.51042652130127,-12.495260238647461,0
"Who is a senior servant in a large household, specifically in charge of the dining room, wine cellar, and pantries?",Butler,The butler,27,-9.882211685180664,-13.819185256958008,0
"In Egyptian mythology, of what is Nut the goddess?",Sky,The sky,13,-9.118598937988281,-8.61807632446289,1
"""Which British composer wrote """"The Dam Busters March""""?""",Eric Coates,Edward Elgar,16,-12.452909469604492,-15.099513053894043,0
In which country did the Internet start?,USA,Japan,10,-7.027449607849121,-8.793134689331055,0
What type of animal is a pongo,Ape,A marsupial,11,-10.374431610107422,-15.49530029296875,0
"Which bridge connects Detroit, Michigan, USA and Windsor, Ontario, Canada?",Ambassador bridge,The Ambassador Bridge,17,-10.574735641479492,-9.3154296875,1
"Which European country has regions called Karlovy Vary, Plzeň and South Bohemia?",CZECH REPUBLIC,Czech Republic,22,-14.843791007995605,-9.012164115905762,1
Clyde Tombaugh discovered which celestial object in our solar system in 1930?,PLUTO,Pluto,16,-14.300796508789062,-5.984807968139648,1
Which actress is the mother of actress Carrie Fisher?,DEBBIE REYNOLDS,Debbie Reynolds,12,-16.338790893554688,-10.549704551696777,1
What does a costermonger sell?,Fruit,Fruit and vegetables,11,-6.427514553070068,-8.469633102416992,0
"What name is given to the lowest commissioned officer in a cavalry regiment, such as Prince Harry?",CORNET,Cornet,21,-11.057575225830078,-10.750585556030273,1
Which of the United States of America is known as the Old Colony State?,MASSACHUSETTS,Massachusetts,17,-15.49946117401123,-4.898639678955078,1
"In the novel by Dumas, where was the Count of Monte Cristo imprisoned for 14 years?",Chateau d'If,Château d'If,22,-11.58866024017334,-12.958218574523926,0
"Which is the sixth book of the New Testament, following Acts?",EPISTLE TO THE ROMANS,The Epistle to the Romans,15,-12.397359848022461,-12.865618705749512,0
"What is the minimum number of points needed to win a tiebreak in tennis, such as in the Hopman Cup for mixed doubles, on the ATP and WTA tours for doubles and sometmes in USTA league play?",10,8,47,-8.230117797851562,-8.37560749053955,0
"""In 1965, which American pop group, whose original members include the legendary David Crosby, had a No.1 hit with the Bob Dylan song, """"Mr Tambourine Man""""?""",THE BYRDS,The Beach Boys,42,-11.334187507629395,-11.748748779296875,0
Who was the President of France at the time of the Falklands War?,FRANCOIS MITTERAND,Jacques Chirac,17,-13.150099754333496,-16.885948181152344,0
Mount Fujiyama is on which Japanese island?,Honshu,Hokkaido,12,-15.398763656616211,-17.079273223876953,0
From which planet did Dan Dare's enemy The Mekon come?,VENUS,Mars,15,-8.732868194580078,-8.973001480102539,0
Alphabetically which is the first of the five halogens in the periodic table,Astatine,Bromine,18,-14.568197250366211,-15.511942863464355,0
"Last month, what word was named by Oxford Dictionaries as the word of the year?",SELFIE,Technostress,21,-11.976480484008789,-13.054718017578125,0
"Which film starring Will Smith, Bill Pullman and Jeff Goldblum was the world's highest grossing film of 1996?",'INDEPENDENCE DAY',Independence Day: Resurgence,27,-14.318622589111328,-15.306386947631836,0
"What is the Japanese word for the sash worn as a belt in traditional dress (kimonos and martial arts uniforms, etc)?",Obi,Obi-Wan,30,-6.334056377410889,-7.786039352416992,0
Which Beatle was the first to release a solo album,George Harrison,Ringo Starr,14,-9.179303169250488,-12.984026908874512,0
The 1960’s television series ‘Lost in Space’ is set in which year?,1997,1999,22,-10.808302879333496,-11.396647453308105,0
Claude Littner is the new face in the latest series of which programme?,The Apprentice,The Great British Bake Off,18,-8.064948081970215,-9.775923728942871,0
What raw material is used for making glass?,Sand,Quartz,11,-8.407402992248535,-6.253479957580566,1
Which human blood group can receive blood from any other blood group?,AB,AB positive,15,-8.351852416992188,-7.020544528961182,1
Who killed Robert F Kennedy?,Sirhan Sirhan,Lee Harvey Oswald,8,-16.33074188232422,-11.266578674316406,1
Ochophobia is the fear of what?,Vehicles,Fear of cheese,11,-12.067115783691406,-8.603466987609863,1
"Which river originates in the Taurus Mountains, and flows through Syria and Iraq?",Euphrates,Euphrates River,19,-16.362306594848633,-13.64283275604248,1
Which Prime Minister created the first Life Peerages?,HAROLD MACMILLAN,Margaret Thatcher,12,-13.132322311401367,-8.518057823181152,1
Who wrote The Importance Of Being Earnest?,Oscar Wilde,Charles Dickens,12,-10.373259544372559,-8.276951789855957,1
Which golf shot is the opposite of a slice?,Hook,Fade,12,-7.976188659667969,-12.486673355102539,0
What was disestablished as the state religion of Japan after WWII?,Shinto,Shintoism,15,-18.418737411499023,-15.803054809570312,1
"What product is advertised with the slogan ""Great taste, less filling""?",Miller Lite Beer,Coca-Cola,17,-6.173220634460449,-10.291437149047852,0
Which American city is home to the Basketball side 'The Wizards'?,WASHINGTON,Los Angeles,16,-12.269182205200195,-11.321231842041016,1
"What type of animal, according to its alternative name, is the Thylacine now thought to be extinct?",TASMANIAN WOLF,Tasmanian Wolf,25,-13.495745658874512,-11.673858642578125,1
How many squares are found along one side of a Scrabble board?,15,17,17,-8.748208045959473,-9.142508506774902,0
Which newsreader famously sat on a Lesbian when the Six O Clock News studio was invaded by protestors in the 1980s,Nicholas Witchell,Trevor McDonald,26,-16.294052124023438,-11.61076545715332,1
How often does a Hebdomadal Council meet?,Weekly,Biweekly,12,-9.076356887817383,-12.667516708374023,0
Which fruit has the alternative name the alligator pear?,AVOCADO,Dragon fruit,13,-11.243106842041016,-8.965323448181152,1
"""From which language do we get the word """"dungarees""""?""",Hindi,Greek,19,-6.036369800567627,-6.747710227966309,0
Give a year in the reign of King Stephen.,1135-1154,1145,12,-11.203676223754883,-10.706840515136719,1
What was the World’s first teletext information service?,Ceefax,Telex,15,-12.010391235351562,-15.568740844726562,0
Philippa of Hainault was the wife of which English monarch?,King Edward III,Edward III,16,-8.289377212524414,-8.743036270141602,0
Which collection of poems did William Blake publish in 1794 as a sequel to his earlier collection 'Songs Of Innocence'?,'SONGS OF EXPERIENCE',Songs of Experience,29,-12.443635940551758,-12.138392448425293,1
Aladdin is a variety of which vegetable?,Potato,Carrot,11,-7.500380516052246,-15.812885284423828,0
"Name Google's service launched in 2009 from which support was withdrawn in 2010, which offered 'next-generation email', messaging and twitter-style micro-blogging?",Wave,Google Wave,35,-8.606301307678223,-7.462486267089844,1
"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",21,18,21,-10.79754638671875,-10.339670181274414,1
"Vijay Singh, a US Masters champion, comes from where?",Fiji,Malaysia,15,-9.908181190490723,-8.706114768981934,1
Yuan Yuan was caught carrying drugs for which Chinese team?,Swimming,Chinese Basketball Team,13,-16.267820358276367,-6.473214626312256,1
What was the name of the Argentine Navy cruiser which was torpedoed and sunk during the 1982 Falklands War?,General Belgrano,ARA General Belgrano,24,-17.83681869506836,-15.011768341064453,1
"Where is the giant copper statue of a man, woman and child, known as the African Renaissance monument, that was unveiled in April 2010?","Dakar, Senegal",Nigeria,30,-10.143253326416016,-9.252065658569336,1
"Michael, John, Steven and Susan are the children of which former US President?",Gerald Ford,George H.W,18,-8.554798126220703,-10.10305118560791,0
